ref_id,doi,doi_url,authors,n_authors,year,title,journal,journal_normalized,journal_abbrev,volume,issue,pages,publisher,issn,publication_type,crossref_citation_count,si_ref_number,si_first_author,si_year,citation_verbatim,match_confidence,match_title_score,match_author_score,manual_review,review_note,flag_year_mismatch,flag_author_list_incomplete,flag_no_doi
schibler1998,10.1101/gr.8.9.901,https://doi.org/10.1101/gr.8.9.901,"Schibler, Laurent; Vaiman, Daniel; Oustry, Anne; Giraud-Delville, Corinne; Cribiu, Edmond P.",5.0,1998,Comparative Gene Mapping: A Fine-Scale Survey of Chromosome Rearrangements between Ruminants and Humans,Genome Research,Genome Research,Genome Res.,8,9,901-915,Cold Spring Harbor Laboratory,1088-9051,journal-article,102.0,61.0,Schibler,1998.0,"Schibler, L., D. Vaiman, A. Oustry, C. Giraud-Delville, and E. P. Cribiu. 1998. Comparative gene mapping: A fine-scale survey of chromosome rearrangements between ruminants and humans. Genome Research 8:901-",high,100.0,100.0,,,False,False,False
linde2001,10.1006/anbo.2000.1308,https://doi.org/10.1006/anbo.2000.1308,"Linde, M",1.0,2001,Flowering Ecotypes of Capsella bursa-pastoris(L.) Medik. (Brassicaceae) Analysed by a Cosegregation of Phenotypic Characters (QTL) and Molecular Markers,Annals of Botany,Annals of Botany,,87,1,91-99,Oxford University Press (OUP),0305-7364,journal-article,41.0,62.0,Linde,2001.0,"Linde, M., S. Diel, and B. Neuffer. 2001. Flowering ecotypes of Capsella bursa-pastoris (L.) Medik. (Brassicaceae) analysed by a cosegregation of phenotypic characters (QTL) and molecular markers. Annals of Botany 87:91-",high,100.0,100.0,,,False,False,False
han2016,10.1093/dnares/dsv038,https://doi.org/10.1093/dnares/dsv038,"Han, Koeun; Jeong, Hee-Jin; Yang, Hee-Bum; Kang, Sung-Min; Kwon, Jin-Kyung; Kim, Seungill; Choi, Doil; Kang, Byoung-Cheorl",8.0,2016,An ultra-high-density bin map facilitates high-throughput QTL mapping of horticultural traits in pepper (Capsicum annuum),DNA Research,DNA Research,DNA Res,23,2,81-91,Oxford University Press (OUP),1340-2838,journal-article,122.0,63.0,Han,2016.0,"Han, K., H. J. Jeong, H. B. Yang, S. M. Kang, J. K. Kwon, S. Kim, D. Choi, and B. C. Kang. 2016. An ultra-high-density bin map facilitates high-throughput QTL mapping of horticultural traits in pepper (Capsicum annuum).",high,100.0,100.0,,,False,False,False
lee2016,10.1007/s11032-016-0485-8,https://doi.org/10.1007/s11032-016-0485-8,"Lee, Ye Rin; Yoon, Jae Bok; Lee, Jundae",3.0,2016,A SNP-based genetic linkage map of Capsicum baccatum and its comparison to the Capsicum annuum reference physical map,Molecular Breeding,Molecular Breeding,Mol Breeding,36,5,,Springer Science and Business Media LLC,1380-3743,journal-article,19.0,64.0,Lee,2016.0,"Lee, Y. R., J. B. Yoon, and J. Lee. 2016. A SNP-based genetic linkage map of Capsicum baccatum and its comparison to the Capsicum annuum reference physical map. Molecular Breeding 36.",high,100.0,100.0,,,False,False,False
kuang2016,10.1038/srep34849,https://doi.org/10.1038/srep34849,"Kuang, You-Yi; Zheng, Xian-Hu; Li, Chun-Yan; Li, Xiao-Min; Cao, Ding-Chen; Tong, Guang-Xiang; Lv, Wei-Hua; Xu, Wei; Zhou, Yi; Zhang, Xiao-Feng; Sun, Zhi-Peng; Mahboob, Shahid; Al-Ghanim, Khalid A.; Li, Jiong-Tang; Sun, Xiao-Wen",15.0,2016,The genetic map of goldfish (Carassius auratus) provided insights to the divergent genome evolutions in the Cyprinidae family,Scientific Reports,Scientific Reports,Sci Rep,6,1,,Springer Science and Business Media LLC,2045-2322,journal-article,27.0,65.0,Kuang,2016.0,"Kuang, Y. Y., X. H. Zheng, C. Y. Li, X. M. Li, D. C. Cao, G. X. Tong, W. H. Lv, W. Xu, Y. Zhou, X. F. Zhang, Z. P. Sun, S. Mahboob, K. A. Al-Ghanim, J. T. Li, and X. W. Sun. 2016. The genetic map of goldfish (Carassius auratus) provided insights to the divergent genome evolutions in the Cyprinidae family.",high,100.0,100.0,,,False,False,False
chen2007,10.1534/genetics.107.081463,https://doi.org/10.1534/genetics.107.081463,"Chen, Cuixia; Yu, Qingyi; Hou, Shaobin; Li, Yingjun; Eustice, Moriah; Skelton, Rachel L; Veatch, Olivia; Herdes, Rachel E; Diebold, Lauren; Saw, Jimmy; Feng, Yun; Qian, Wubin; Bynum, Lee; Wang, Lei; Moore, Paul H; Paull, Robert E; Alam, Maqsudul; Ming, Ray",18.0,2007,Construction of a Sequence-Tagged High-Density Genetic Map of Papaya for Comparative Structural and Evolutionary Genomics in Brassicales,Genetics,Genetics,,177,4,2481-2491,Oxford University Press (OUP),1943-2631,journal-article,74.0,66.0,Chen,2007.0,"Chen, C. X., Q. Y. Yu, S. B. Hou, Y. J. Li, M. Eustice, R. L. Skelton, O. Veatch, R. E. Herdes, L. Diebold, J. Saw, Y. Feng, W. B. Qian, L. Bynum, L. Wang, P. H. Moore, R. E. Paull, M. Alam, and R. Ming. 2007. Construction of a sequence-tagged high-density genetic map of papaya for comparative",high,100.0,100.0,,,False,False,False
bowers2016,10.1534/g3.115.026690,https://doi.org/10.1534/g3.115.026690,"Bowers, John E; Pearl, Stephanie A; Burke, John M",3.0,2016,Genetic Mapping of Millions of SNPs in Safflower (Carthamus tinctorius L.) via Whole-Genome Resequencing,G3 Genes|Genomes|Genetics,G3: Genes|Genomes|Genetics,,6,7,2203-2211,Oxford University Press (OUP),2160-1836,journal-article,42.0,67.0,Bowers,2016.0,"Bowers, J. E., S. A. Pearl, and J. M. Burke. 2016. Genetic Mapping of Millions of SNPs in Safflower (Carthamus tinctorius L.) via Whole-Genome Resequencing. G3-Genes Genomes Genetics 6:2203-2211.",high,100.0,100.0,,,False,False,False
kubisiak2012,10.1007/s11295-012-0579-3,https://doi.org/10.1007/s11295-012-0579-3,"Kubisiak, T. L.; Nelson, C. D.; Staton, M. E.; Zhebentyayeva, T.; Smith, C.; Olukolu, B. A.; Fang, G.-C.; Hebard, F. V.; Anagnostakis, S.; Wheeler, N.; Sisco, P. H.; Abbott, A. G.; Sederoff, R. R.",13.0,2012,A transcriptome-based genetic map of Chinese chestnut (Castanea mollissima) and identification of regions of segmental homology with peach (Prunus persica),Tree Genetics & Genomes,Tree Genetics & Genomes,Tree Genetics & Genomes,9,2,557-571,Springer Science and Business Media LLC,1614-2942,journal-article,82.0,68.0,Kubisiak,2013.0,"Kubisiak, T. L., C. D. Nelson, M. E. Staton, T. Zhebentyayeva, C. Smith, B. A. Olukolu, G. C. Fang, F. V. Hebard, S. Anagnostakis, N. Wheeler, P. H. Sisco, A. G. Abbott, and R. R. Sederoff. 2013. A transcriptome-based genetic map of Chinese chestnut (Castanea mollissima) and identification of regions of segmental homology with peach (Prunus persica). Tree Genetics & Genomes",high,100.0,100.0,,,True,False,False
sharma2012,10.1007/s12041-012-0150-x,https://doi.org/10.1007/s12041-012-0150-x,"SHARMA, VISHAKHA; CHAUDHARY, SWATI; SRIVASTAVA, SUCHI; PANDEY, RICHA; KUMAR, SUSHIL",5.0,2012,Characterization of variation and quantitative trait loci related to terpenoid indole alkaloid yield in a recombinant inbred line mapping population of Catharanthus roseus,Journal of Genetics,Journal of Genetics,J Genet,91,1,49-69,Springer Science and Business Media LLC,0022-1333,journal-article,20.0,69.0,Sharma,2011.0,"Sharma, V., S. Chaudhary, S. Srivastava, R. Pandey, and S. Kumar. 2012. Characterization of variation and quantitative trait loci related to terpenoid indole alkaloid yield in a recombinant inbred line mapping population of",high,100.0,100.0,,,True,False,False
nakazato2006,10.1534/genetics.106.055624,https://doi.org/10.1534/genetics.106.055624,"Nakazato, Takuya; Jung, Min-Kyung; Housworth, Elizabeth A; Rieseberg, Loren H; Gastony, Gerald J",5.0,2006,Genetic Map-Based Analysis of Genome Structure in the Homosporous Fern Ceratopteris richardii,Genetics,Genetics,,173,3,1585-1597,Oxford University Press (OUP),1943-2631,journal-article,59.0,70.0,Nakazato,2006.0,"Nakazato, T., M. K. Jung, E. A. Housworth, L. H. Rieseberg, and G. J. Gastony. 2006. Genetic map-based analysis of genome structure in the homosporous fern Ceratopteris richardii. Genetics 173:1585-1597.",high,100.0,100.0,,,False,False,False
maughan2012,10.3835/plantgenome2012.06.0011,https://doi.org/10.3835/plantgenome2012.06.0011,"Maughan, P. J.; Smith, S. M.; Rojas‐Beltrán, J. A.; Elzinga, D.; Raney, J. A.; Jellen, E. N.; Bonifacio, A.; Udall, J. A.; Fairbanks, D. J.",9.0,2012,"Single Nucleotide Polymorphism Identification, Characterization, and Linkage Mapping in Quinoa",The Plant Genome,The Plant Genome,The Plant Genome,5,3,,Wiley,1940-3372,journal-article,47.0,71.0,Maughan,2012.0,"Maughan, P. J., S. M. Smith, J. A. Rojas-Beltran, D. Elzinga, J. A. Raney, E. N. Jellen, A. Bonifacio, J. A. Udall, and D. J. Fairbanks. 2012. Single Nucleotide Polymorphism Identification, Characterization, and Linkage",high,100.0,100.0,,,False,False,False
chen2010a,10.1016/j.scienta.2009.12.008,https://doi.org/10.1016/j.scienta.2009.12.008,"Chen, Dan-Wei; Chen, Long-Qing",2.0,2010,The first intraspecific genetic linkage maps of wintersweet [Chimonanthus praecox (L.) Link] based on AFLP and ISSR markers,Scientia Horticulturae,Scientia Horticulturae,Scientia Horticulturae,124,1,88-94,Elsevier BV,0304-4238,journal-article,17.0,72.0,Chen,2010.0,"Chen, D. W., and L. Q. Chen. 2010. The first intraspecific genetic linkage maps of wintersweet Chimonanthus praecox (L.) Link based on AFLP and ISSR markers. Scientia Horticulturae 124:88-94.",high,100.0,100.0,,,False,False,False
kathir2003,10.1128/ec.2.2.362-379.2003,https://doi.org/10.1128/ec.2.2.362-379.2003,"Kathir, Pushpa; LaVoie, Matthew; Brazelton, William J.; Haas, Nancy A.; Lefebvre, Paul A.; Silflow, Carolyn D.",6.0,2003,Molecular Map of theChlamydomonas reinhardtiiNuclear Genome,Eukaryotic Cell,Eukaryotic Cell,Eukaryot Cell,2,2,362-379,American Society for Microbiology,1535-9778,journal-article,111.0,73.0,Kathir,2003.0,"Kathir, P., M. LaVoie, W. J. Brazelton, N. A. Haas, P. A. Lefebvre, and C. D. Silflow. 2003. Molecular map of the Chlamydomonas reinhardtii nuclear",high,100.0,100.0,,,False,False,False
zhan2009b,10.1111/j.1365-2052.2009.01920.x,https://doi.org/10.1111/j.1365-2052.2009.01920.x,"Zhan, A.; Hu, J.; Hu, X.; Hui, M.; Wang, M.; Peng, W.; Huang, X.; Wang, S.; Lu, W.; Sun, C.; Bao, Z.",11.0,2009,Construction of microsatellite‐based linkage maps and identification of size‐related quantitative trait loci for Zhikong scallop (Chlamys farreri),Animal Genetics,Animal Genetics,Animal Genetics,40,6,821-831,Wiley,0268-9146,journal-article,68.0,74.0,Zhan,2009.0,"Zhan, A., J. Hu, X. Hu, M. Hui, M. Wang, W. Peng, X. Huang, S. Wang, W. Lu, C. Sun, and Z. Bao. 2009. Construction of microsatellite-based linkage maps and identification of size-related quantitative trait loci for Zhikong",high,100.0,100.0,,,False,False,False
gaur2015,10.1038/srep13387,https://doi.org/10.1038/srep13387,"Gaur, Rashmi; Jeena, Ganga; Shah, Niraj; Gupta, Shefali; Pradhan, Seema; Tyagi, Akhilesh K; Jain, Mukesh; Chattopadhyay, Debasis; Bhatia, Sabhyata",9.0,2015,High density linkage mapping of genomic and transcriptomic SNPs for synteny analysis and anchoring the genome sequence of chickpea,Scientific Reports,Scientific Reports,Sci Rep,5,1,,Springer Science and Business Media LLC,2045-2322,journal-article,48.0,75.0,Gaur,2015.0,"Gaur, R., G. Jeena, N. Shah, S. Gupta, S. Pradhan, A. K. Tyagi, M. Jain, D. Chattopadhyay, and S. Bhatia. 2015. High density linkage mapping of genomic and transcriptomic SNPs for synteny analysis and anchoring the",high,100.0,100.0,,,False,False,False
kano2006,10.2108/zsj.23.31,https://doi.org/10.2108/zsj.23.31,"Kano, Shungo; Satoh, Nori; Sordino, Paolo",3.0,2006,"Primary Genetic Linkage Maps of the Ascidian, Ciona intestinalis",Zoological Science,Zoological Science,Zoological Science,23,1,31-39,Zoological Society of Japan,0289-0003,journal-article,17.0,76.0,Kano,2007.0,"Kano, S., N. Satoh, and P. Sordino. 2006. Primary Genetic Linkage Maps of the Ascidian, Ciona intestinalis. Zoological Science 23:31-39.",high,100.0,100.0,,,True,False,False
hill2008,10.1101/gr.078576.108,https://doi.org/10.1101/gr.078576.108,"Hill, Matthew M.; Broman, Karl W.; Stupka, Elia; Smith, William C.; Jiang, Di; Sidow, Arend",6.0,2008,TheC. savignyigenetic map and its integration with the reference sequence facilitates insights into chordate genome evolution,Genome Research,Genome Research,Genome Res.,18,8,1369-1379,Cold Spring Harbor Laboratory,1088-9051,journal-article,29.0,77.0,Hill,2008.0,"Hill, M. M., K. W. Broman, E. Stupka, W. C. Smith, D. Jiang, and A. Sidow. 2008. The C. savignyi genetic map and its integration with the reference sequence facilitates insights into chordate genome evolution. Genome",high,100.0,100.0,,,False,False,False
reddy2014,10.1534/g3.114.012815,https://doi.org/10.1534/g3.114.012815,"Reddy, Umesh K; Nimmakayala, Padma; Levi, Amnon; Abburi, Venkata Lakshmi; Saminathan, Thangasamy; Tomason, Yan R; Vajja, Gopinath; Reddy, Rishi; Abburi, Lavanya; Wehner, Todd C; Ronin, Yefim; Karol, Abraham",12.0,2014,High-Resolution Genetic Map for Understanding the Effect of Genome-Wide Recombination Rate on Nucleotide Diversity in Watermelon,G3 Genes|Genomes|Genetics,G3: Genes|Genomes|Genetics,,4,11,2219-2230,Oxford University Press (OUP),2160-1836,journal-article,37.0,78.0,Reddy,2014.0,"Reddy, U. K., P. Nimmakayala, A. Levi, V. L. Abburi, T. Saminathan, Y. R. Tomason, G. Vajja, R. Reddy, L. Abburi, T. C. Wehner, Y. Ronin, and A. Karol. 2014. High-Resolution Genetic Map for Understanding the Effect of Genome-Wide Recombination Rate on Nucleotide Diversity in Watermelon.",high,100.0,100.0,,,False,False,False
ollitrault2012,10.1186/1471-2164-13-593,https://doi.org/10.1186/1471-2164-13-593,"Ollitrault, Patrick; Terol, Javier; Chen, Chunxian; Federici, Claire T; Lotfy, Samia; Hippolyte, Isabelle; Ollitrault, Frédérique; Bérard, Aurélie; Chauveau, Aurélie; Cuenca, Jose; Costantino, Gilles; Kacar, Yildiz; Mu, Lisa; Garcia-Lor, Andres; Froelicher, Yann; Aleza, Pablo; Boland, Anne; Billot, Claire; Navarro, Luis; Luro, François; Roose, Mikeal L; Gmitter, Frederick G; Talon, Manuel; Brunel, Dominique",24.0,2012,A reference genetic map of C. clementina hort. ex Tan.; citrus evolution inferences from comparative mapping,BMC Genomics,BMC Genomics,BMC Genomics,13,1,593,Springer Science and Business Media LLC,1471-2164,journal-article,125.0,79.0,Ollitrault,2012.0,"Ollitrault, P., J. Terol, C. X. Chen, C. T. Federici, S. Lotfy, I. Hippolyte, F. Ollitrault, A. Berard, A. Chauveau, J. Cuenca, G. Costantino, Y. Kacar, L. Mu, A. Garcia-Lor, Y. Froelicher, P. Aleza, A. Boland, C. Billot, L. Navarro, F. Luro, M. L. Roose, F. G. Gmitter, M. Talon, and D. Brunel. 2012. A reference genetic map of C. clementina hort. ex Tan.; citrus evolution inferences from",high,100.0,100.0,,,False,False,False
guo2015a,10.1007/s11295-014-0831-0,https://doi.org/10.1007/s11295-014-0831-0,"Guo, Fei; Yu, Huiwen; Tang, Zheng; Jiang, Xiaolin; Wang, Lun; Wang, Xia; Xu, Qiang; Deng, Xiuxin",8.0,2015,Construction of a SNP-based high-density genetic map for pummelo using RAD sequencing,Tree Genetics & Genomes,Tree Genetics & Genomes,Tree Genetics & Genomes,11,1,,Springer Science and Business Media LLC,1614-2942,journal-article,40.0,80.0,Guo,2015.0,"Guo, F., H. W. Yu, Z. Tang, X. L. Jiang, L. Wang, X. Wang, Q. Xu, and X. X. Deng. 2015. Construction of a SNP-based high-density genetic map for pummelo using RAD sequencing. Tree Genetics & Genomes 11.",high,100.0,100.0,,,False,False,False
kaiser2012,10.1371/journal.pone.0032092,https://doi.org/10.1371/journal.pone.0032092,"Kaiser, Tobias S.; Heckel, David G.",2.0,2012,"Genetic Architecture of Local Adaptation in Lunar and Diurnal Emergence Times of the Marine Midge Clunio marinus (Chironomidae, Diptera)",PLoS ONE,PLOS ONE,PLoS ONE,7,2,e32092,Public Library of Science (PLoS),1932-6203,journal-article,31.0,81.0,Kaiser,2012.0,"Kaiser, T. S., and D. G. Heckel. 2012. Genetic Architecture of Local Adaptation in Lunar and Diurnal Emergence Times of the Marine Midge Clunio marinus (Chironomidae, Diptera). Plos One 7.",high,100.0,100.0,,,False,False,False
riedel2008,10.1007/s11295-008-0168-7,https://doi.org/10.1007/s11295-008-0168-7,"Riedel, M.; Riederer, M.; Becker, D.; Herran, A.; Kullaya, A.; Arana-López, G.; Peña-Rodríguez, L.; Billotte, N.; Sniady, V.; Rohde, W.; Ritter, E.",11.0,2008,Cuticular wax composition in Cocos nucifera L.: physicochemical analysis of wax components and mapping of their QTLs onto the coconut molecular linkage map,Tree Genetics & Genomes,Tree Genetics & Genomes,Tree Genetics & Genomes,5,1,,Springer Science and Business Media LLC,1614-2942,journal-article,32.0,82.0,Riedel,2009.0,"Riedel, M., M. Riederer, D. Becker, A. Herran, A. Kullaya, G. Arana-Lopez, L. Pena-Rodriguez, N. Billotte, V. Sniady, W. Rohde, and E. Ritter. 2009. Cuticular wax composition in Cocos nucifera L.: physicochemical analysis of wax components and mapping of their QTLs onto the coconut molecular",high,100.0,100.0,,,True,False,False
moncada2015,10.1007/s11295-015-0927-1,https://doi.org/10.1007/s11295-015-0927-1,"Moncada, Maria Del Pilar; Tovar, Eduardo; Montoya, Juan Carlos; González, Alexandra; Spindel, Jennifer; McCouch, Susan",6.0,2015,"A genetic linkage map of coffee (Coffea arabica L.) and QTL for yield, plant height, and bean size",Tree Genetics & Genomes,Tree Genetics & Genomes,Tree Genetics & Genomes,12,1,,Springer Science and Business Media LLC,1614-2942,journal-article,35.0,83.0,Moncada,2016.0,"Moncada, M. D., E. Tovar, J. C. Montoya, A. Gonzalez, J. Spindel, and S. McCouch. 2016. A genetic linkage map of coffee (Coffea arabica L.) and QTL for yield, plant height, and bean size. Tree Genetics & Genomes 12.",high,100.0,100.0,,,True,False,False
muraguchi2003,10.1016/s1087-1845(03)00087-2,https://doi.org/10.1016/s1087-1845(03)00087-2,"Muraguchi, Hajime; Ito, Yasuhiro; Kamada, Takashi; Yanagi, Sonoe O",4.0,2003,A linkage map of the basidiomycete Coprinus cinereus based on random amplified polymorphic DNAs and restriction fragment length polymorphisms,Fungal Genetics and Biology,Fungal Genetics and Biology,Fungal Genetics and Biology,40,2,93-102,Elsevier BV,1087-1845,journal-article,57.0,84.0,Muraguchi,2003.0,"Muraguchi, H., Y. Ito, T. Kamada, and S. O. Yanagi. 2003. A linkage map of the basidiomycete Coprinus cinereus based on random amplified polymorphic DNAs and restriction fragment length polymorphisms. Fungal Genetics and",high,100.0,100.0,,,False,False,False
biswas2015,10.1007/s11032-015-0311-8,https://doi.org/10.1007/s11032-015-0311-8,"Biswas, Chinmay; Dey, Piyali; Karmakar, P. G.; Satpathy, Subrata",4.0,2015,Discovery of large-scale SNP markers and construction of linkage map in a RIL population of jute (Corchorus capsularis),Molecular Breeding,Molecular Breeding,Mol Breeding,35,5,,Springer Science and Business Media LLC,1380-3743,journal-article,22.0,85.0,Biswass,2015.0,"Biswas, C., P. Dey, P. G. Karmakar, and S. Satpathy. 2015. Discovery of large-scale SNP markers and construction of linkage map in a RIL population of jute (Corchorus capsularis). Molecular Breeding 35.",high,100.0,92.3076923076923,,,False,False,False
kundu2015,10.1007/s11032-015-0249-x,https://doi.org/10.1007/s11032-015-0249-x,"Kundu, Avijit; Chakraborty, Avrajit; Mandal, Nur Alam; Das, Debajeet; Karmakar, Pran Gobinda; Singh, Nagendra Kumar; Sarkar, Debabrata",7.0,2015,"A restriction-site-associated DNA (RAD) linkage map, comparative genomics and identification of QTL for histological fibre content coincident with those for retted bast fibre yield and its major components in jute (Corchorus olitorius L., Malvaceae s. l.)",Molecular Breeding,Molecular Breeding,Mol Breeding,35,1,,Springer Science and Business Media LLC,1380-3743,journal-article,43.0,86.0,Kundu,2015.0,"Kundu, A., A. Chakraborty, N. A. Mandal, D. Das, P. G. Karmakar, N. K. Singh, and D. Sarkar. 2015. A restriction-site-associated DNA (RAD) linkage map, comparative genomics and identification of QTL for histological fibre content coincident with those for retted bast fibre yield and its major components in jute (Corchorus olitorius L., Malvaceae s. l.). Molecular",high,100.0,100.0,,,False,False,False
gagnaire2012,10.1111/mec.12127,https://doi.org/10.1111/mec.12127,"Gagnaire, Pierre‐Alexandre; Normandeau, Eric; Pavey, Scott A.; Bernatchez, Louis",4.0,2012,"Mapping phenotypic, expression and transmission ratio distortion QTL using RAD markers in the Lake Whitefish (Coregonus clupeaformis)",Molecular Ecology,Molecular Ecology,Molecular Ecology,22,11,3036-3048,Wiley,0962-1083,journal-article,92.0,87.0,Gagnaire,2013.0,"Gagnaire, P. A., E. Normandeau, S. A. Pavey, and L. Bernatchez. 2013. Mapping phenotypic, expression and transmission ratio distortion QTL using RAD markers in the Lake Whitefish (Coregonus clupeaformis). Molecular",high,100.0,100.0,,,True,False,False
wang2008a,10.1007/s10681-008-9802-6,https://doi.org/10.1007/s10681-008-9802-6,"Wang, Xinwang; Wadl, Phillip A.; Rinehart, Timothy A.; Scheffler, Brian E.; Windham, Mark T.; Spiers, James M.; Johnson, Denita H.; Trigiano, Robert N.",8.0,2008,A linkage map for flowering dogwood (Cornus florida L.) based on microsatellite markers,Euphytica,Euphytica,Euphytica,165,1,165-175,Springer Science and Business Media LLC,0014-2336,journal-article,18.0,88.0,Wang,2009.0,"Wang, X. W., P. A. Wadl, T. A. Rinehart, B. E. Scheffler, M. T. Windham, J. M. Spiers, D. H. Johnson, and R. N. Trigiano. 2009. A linkage map for flowering dogwood (Cornus florida L.) based on microsatellite markers.",high,100.0,100.0,,,True,False,False
kikuchi2005,10.1111/j.1365-2052.2005.01295.x,https://doi.org/10.1111/j.1365-2052.2005.01295.x,"Kikuchi, S.; Fujima, D.; Sasazaki, S.; Tsuji, S.; Mizutani, M.; Fujiwara, A.; Mannen, H.",7.0,2005,Construction of a genetic linkage map of Japanese quail (Coturnix japonica) based on AFLP and microsatellite markers,Animal Genetics,Animal Genetics,Animal Genetics,36,3,227-231,Wiley,0268-9146,journal-article,20.0,89.0,Kikuchi,2005.0,"Kikuchi, S., D. Fujima, S. Sasazaki, S. Tsuji, M. Mizutani, A. Fujiwara, and H. Mannen. 2005. Construction of a genetic linkage map of Japanese quail (Coturnix japonica) based on AFLP and microsatellite markers. Animal",high,100.0,100.0,,,False,False,False
hedgecock2015,10.1534/g3.115.019570,https://doi.org/10.1534/g3.115.019570,"Hedgecock, Dennis; Shin, Grace; Gracey, Andrew Y; Den Berg, David Van; Samanta, Manoj P",5.0,2015,Second-Generation Linkage Maps for the Pacific OysterCrassostrea gigasReveal Errors in Assembly of Genome Scaffolds,G3 Genes|Genomes|Genetics,G3: Genes|Genomes|Genetics,,5,10,2007-2019,Oxford University Press (OUP),2160-1836,journal-article,64.0,90.0,Hedgecock,2015.0,"Hedgecock, D., G. Shin, A. Y. Gracey, D. Van Den Berg, and M. P. Samanta. 2015. Second-Generation Linkage Maps for the Pacific Oyster Crassostrea gigas Reveal Errors in Assembly of Genome Scaffolds. G3-Genes Genomes",high,100.0,100.0,,,False,False,False
yu2003,10.2307/1543603,https://doi.org/10.2307/1543603,"Yu, Ziniu; Guo, Ximing",2.0,2003,Genetic Linkage Map of the Eastern OysterCrassostrea virginicaGmelin,The Biological Bulletin,The Biological Bulletin,The Biological Bulletin,204,3,327-338,University of Chicago Press,0006-3185,journal-article,108.0,91.0,Yu,2003.0,"Yu, Z. N., and X. M. Guo. 2003. Genetic linkage map of the eastern oyster Crassostrea virginica Gmelin. Biological Bulletin 204:327-338.",high,100.0,100.0,,,False,False,False
miles2009,10.1186/1471-2164-10-339,https://doi.org/10.1186/1471-2164-10-339,"Miles, Lee G; Isberg, Sally R; Glenn, Travis C; Lance, Stacey L; Dalzell, Pauline; Thomson, Peter C; Moran, Chris",7.0,2009,A genetic linkage map for the saltwater crocodile (Crocodylus porosus),BMC Genomics,BMC Genomics,BMC Genomics,10,1,339,Springer Science and Business Media LLC,1471-2164,journal-article,28.0,92.0,Miles,2009.0,"Miles, L. G., S. R. Isberg, T. C. Glenn, S. L. Lance, P. Dalzell, P. C. Thomson, and C. Moran. 2009. A genetic linkage map for the saltwater crocodile (Crocodylus porosus). Bmc Genomics 10.",high,100.0,100.0,,,False,False,False
marra2004,10.1534/genetics.103.023408,https://doi.org/10.1534/genetics.103.023408,"Marra, Robert E; Huang, Johnny C; Fung, Eula; Nielsen, Kirsten; Heitman, Joseph; Vilgalys, Rytas; Mitchell, Thomas G",7.0,2004,A Genetic Linkage Map of Cryptococcus neoformans variety neoformans Serotype D (Filobasidiella neoformans),Genetics,Genetics,,167,2,619-631,Oxford University Press (OUP),1943-2631,journal-article,65.0,93.0,Marra,2004.0,"Marra, R. E., J. C. Huang, E. Fung, K. Nielsen, J. Heitman, R. Vilgalys, and T. G. Mitchell. 2004. A genetic linkage map of Cryptococcus neoformans variety neoformans serotype D (Filobasidiella neoformans). Genetics 167:619-631.",high,100.0,100.0,,,False,False,False
moriguchi2016,10.1007/s11295-016-1011-1,https://doi.org/10.1007/s11295-016-1011-1,"Moriguchi, Yoshinari; Uchiyama, Kentaro; Ueno, Saneyoshi; Ujino-Ihara, Tokuko; Matsumoto, Asako; Iwai, Junji; Miyajima, Daisuke; Saito, Maki; Sato, Masaya; Tsumura, Yoshihiko",10.0,2016,A high-density linkage map with 2560 markers and its application for the localization of the male-sterile genes ms3 and ms4 in Cryptomeria japonica D. Don,Tree Genetics & Genomes,Tree Genetics & Genomes,Tree Genetics & Genomes,12,3,,Springer Science and Business Media LLC,1614-2942,journal-article,40.0,94.0,Moriguchi,2016.0,"Moriguchi, Y., K. Uchiyama, S. Ueno, T. Ujino-Ihara, A. Matsumoto, J. Iwai, D. Miyajima, M. Saito, M. Sato, and Y. Tsumura. 2016. A high-density linkage map with 2560 markers and its application for the localization of the male-sterile genes ms3 and ms4 in Cryptomeria japonica D. Don. Tree Genetics &",high,100.0,100.0,,,False,False,False
xia2010,10.1186/1471-2164-11-135,https://doi.org/10.1186/1471-2164-11-135,"Xia, Jun Hong; Liu, Feng; Zhu, Ze Yuan; Fu, Jianjun; Feng, Jianbin; Li, Jiale; Yue, Gen Hua",7.0,2010,A consensus linkage map of the grass carp (Ctenopharyngodon idella) based on microsatellites and SNPs,BMC Genomics,BMC Genomics,BMC Genomics,11,1,,Springer Science and Business Media LLC,1471-2164,journal-article,82.0,95.0,Xia,2010.0,"Xia, J. H., F. Liu, Z. Y. Zhu, J. J. Fu, J. B. Feng, J. L. Li, and G. H. Yue. 2010. A consensus linkage map of the grass carp (Ctenopharyngodon idella) based on microsatellites and SNPs. Bmc Genomics 11.",high,100.0,100.0,,,False,False,False
